Tanggal,TMA Realisasi_masl,GHI_,Turbines
5/14/2020,106.31,5.4266,164.18
5/15/2020,106.38,4.9217,201.57
5/16/2020,106.31,5.3604,203.68
5/17/2020,106.2,4.872,191.32
5/18/2020,106.13,2.1876,163.60
5/19/2020,106.19,4.2377,185.06
5/20/2020,106.51,5.0304,193.14
5/21/2020,106.54,4.2036,200.98
5/22/2020,106.69,4.7237,204.85
5/23/2020,106.65,5.2524,205.72
5/24/2020,106.64,5.316,206.88
5/25/2020,106.51,4.7105,186.84
5/26/2020,106.39,3.9163,166.73
5/27/2020,106.3,4.471,152.74
5/28/2020,106.2,3.6346,149.83
5/29/2020,106.2,4.7947,152.49
5/30/2020,106.32,5.0998,154.13
5/31/2020,106.52,3.943,186.47
6/1/2020,106.6,4.5506,204.37
6/2/2020,106.52,5.1634,197.83
6/3/2020,106.59,3.8705,180.91
6/4/2020,106.7,5.369,204.72
6/5/2020,106.69,4.4033,202.24
6/6/2020,106.67,4.6051,201.72
6/7/2020,106.6,4.8166,202.57
6/8/2020,106.51,4.8638,163.04
6/9/2020,106.49,4.4064,179.20
6/10/2020,106.39,4.6402,205.83
6/11/2020,106.27,5.1319,207.15
6/12/2020,106.27,5.5366,174.08
6/13/2020,106.24,5.3407,153.20
6/14/2020,106.24,5.3282,153.27
6/15/2020,106.16,4.1066,150.27
6/16/2020,106.19,4.2886,150.80
6/17/2020,106.15,5.2327,145.33
6/18/2020,106.14,4.477,150.15
6/19/2020,106.13,3.5966,152.30
6/20/2020,106.1,5.2222,149.10
6/21/2020,106.02,4.3202,151.20
6/22/2020,105.94,3.0967,151.01
6/23/2020,105.92,4.6658,150.56
6/24/2020,105.9,4.7842,160.72
6/25/2020,105.83,5.1113,168.76
6/26/2020,105.76,4.9553,169.26
6/27/2020,105.75,4.9831,166.23
6/28/2020,105.69,4.9068,157.26
6/29/2020,105.62,5.5606,155.89
6/30/2020,105.81,5.5524,155.60
7/1/2020,105.91,5.2382,154.89
7/2/2020,105.98,3.403,171.25
7/3/2020,105.99,4.0128,169.45
7/4/2020,105.93,4.0932,174.53
7/5/2020,105.8,4.6334,178.73
7/6/2020,105.62,4.5038,171.58
7/7/2020,105.58,5.1094,179.39
7/8/2020,105.5,5.0503,179.95
7/9/2020,105.44,3.9629,180.21
7/10/2020,105.32,4.043,179.88
7/11/2020,105.37,5.1086,180.51
7/12/2020,105.25,5.0616,180.00
7/13/2020,105.1,4.1383,180.20
7/14/2020,105.09,4.2698,180.00
7/15/2020,105.04,2.6448,175.08
7/16/2020,104.92,3.7958,178.85
7/17/2020,104.8,5.5858,181.48
7/18/2020,104.69,5.5781,181.29
7/19/2020,104.54,5.3426,180.50
7/20/2020,104.35,4.7959,181.05
7/21/2020,104.27,4.9764,179.15
7/22/2020,104.15,4.5643,182.66
7/23/2020,104.1,5.0028,181.49
7/24/2020,104.04,5.7523,182.85
7/25/2020,103.94,5.4655,178.81
7/26/2020,103.84,5.573,181.60
7/27/2020,103.66,5.9986,173.96
7/28/2020,103.52,5.9899,173.16
7/29/2020,103.39,5.9674,180.64
7/30/2020,103.27,5.5956,160.27
7/31/2020,103.22,5.8764,186.03
8/1/2020,103.15,6.0427,174.51
8/2/2020,103.06,5.303,181.88
8/3/2020,102.85,5.3227,182.50
8/4/2020,102.76,4.1136,185.14
8/5/2020,102.6,4.6068,188.04
8/6/2020,102.45,4.9414,202.30
8/7/2020,102.29,5.1074,202.41
8/8/2020,102.1,4.1954,197.14
8/9/2020,101.95,5.1166,187.18
8/10/2020,101.74,5.0606,174.13
8/11/2020,101.59,4.2586,187.52
8/12/2020,101.48,4.3476,199.31
8/13/2020,101.32,3.5952,213.20
8/14/2020,101.17,4.1184,209.73
8/15/2020,101.04,5.3532,202.09
8/16/2020,100.99,5.6527,205.58
8/17/2020,100.91,5.6434,205.69
8/18/2020,100.72,4.7285,205.92
8/19/2020,100.63,5.8524,205.80
8/20/2020,100.63,5.8104,205.71
8/21/2020,100.5,5.9866,206.03
8/22/2020,100.6,5.8138,205.97
8/23/2020,100.53,6.145,205.43
8/24/2020,100.33,5.0021,205.28
8/25/2020,100.48,6.7819,204.20
8/26/2020,100.58,6.7435,205.70
8/27/2020,100.63,6.7843,220.92
8/28/2020,100.43,6.0835,232.20
8/29/2020,100.27,5.1487,222.69
8/30/2020,100.08,5.9666,221.18
8/31/2020,99.8,6.2546,225.28
9/1/2020,99.68,6.449,214.00
9/2/2020,99.53,4.6157,226.84
9/3/2020,99.37,4.5679,226.23
9/4/2020,99.19,6.1682,218.12
9/5/2020,99.09,6.3216,225.94
9/6/2020,99,6.1678,223.31
9/7/2020,98.83,6.6211,200.86
9/8/2020,98.68,5.9568,185.44
9/9/2020,98.59,6.3382,185.89
9/10/2020,98.54,5.2889,205.46
9/11/2020,98.5,5.1389,201.58
9/12/2020,98.44,6.5717,207.90
9/13/2020,98.33,5.4874,206.84
9/14/2020,98.15,5.6676,212.88
9/15/2020,98,5.9158,205.79
9/16/2020,97.82,6.655,209.39
9/17/2020,97.65,6.3576,226.95
9/18/2020,97.41,6.287,226.40
9/19/2020,97.26,6.9058,220.65
9/20/2020,97.02,2.5704,224.85
9/21/2020,96.83,5.7823,227.35
9/22/2020,96.69,5.2111,226.60
9/23/2020,96.61,6.7673,226.21
9/24/2020,96.6,6.2784,220.06
9/25/2020,96.67,6.0746,219.25
9/26/2020,96.66,5.8075,219.96
9/27/2020,96.53,4.7628,217.25
9/28/2020,96.43,6.2412,217.21
9/29/2020,96.43,6.1514,213.85
9/30/2020,96.42,6.5611,217.74
10/1/2020,96.54,6.3173,217.97
10/2/2020,96.45,5.8006,217.59
10/3/2020,96.36,4.7062,217.95
10/4/2020,96.34,5.9333,217.41
10/5/2020,96.26,5.6186,217.32
10/6/2020,96.3,5.5289,216.76
10/7/2020,96.23,5.9974,216.94
10/8/2020,96.2,5.2903,223.55
10/9/2020,96.13,5.1593,224.16
10/10/2020,96.16,3.4762,222.87
10/11/2020,95.96,4.4741,223.42
10/12/2020,95.78,5.2714,213.37
10/13/2020,95.74,5.0604,221.51
10/14/2020,95.87,5.9489,221.79
10/15/2020,96.2,5.5658,223.53
10/16/2020,96.25,4.7417,222.81
10/17/2020,96.04,5.6261,222.58
10/18/2020,95.76,4.9238,221.50
10/19/2020,95.46,4.3147,216.30
10/20/2020,95.2,4.877,213.72
10/21/2020,95.01,4.769,206.40
10/22/2020,94.8,4.8257,219.08
10/23/2020,94.5,4.4323,219.94
10/24/2020,94.35,5.675,208.64
10/25/2020,94.37,5.1694,218.09
10/26/2020,94.4,4.47,203.99
10/27/2020,94.48,2.9167,208.34
10/28/2020,94.49,5.9261,211.54
10/29/2020,94.63,5.4866,215.93
10/30/2020,94.57,4.2926,216.75
10/31/2020,94.76,5.0609,211.98
11/1/2020,94.72,4.8593,214.90
11/2/2020,94.76,4.7765,211.89
11/3/2020,94.93,6.0331,215.33
11/4/2020,94.99,5.0021,218.20
11/5/2020,95.01,2.8001,220.36
11/6/2020,94.82,4.9327,221.70
11/7/2020,94.73,5.4307,219.33
11/8/2020,94.6,3.8482,220.35
11/9/2020,94.31,6.013,219.46
11/10/2020,94.22,5.6513,219.39
11/11/2020,94.07,6.1267,219.28
11/12/2020,93.97,5.029,220.63
11/13/2020,93.8,5.6266,220.04
11/14/2020,93.75,6.1925,219.39
11/15/2020,93.75,6.1858,219.90
11/16/2020,93.6,5.1986,220.19
11/17/2020,93.68,5.8435,220.09
11/18/2020,93.53,5.2056,218.37
11/19/2020,93.32,5.9786,220.84
11/20/2020,93.29,5.5963,219.12
11/21/2020,93.1,4.3752,218.96
11/22/2020,92.96,4.6894,219.14
11/23/2020,92.69,2.7583,219.24
11/24/2020,92.54,5.1286,217.31
11/25/2020,92.39,5.6165,215.24
11/26/2020,92.21,5.394,215.12
11/27/2020,92.16,5.1545,217.31
11/28/2020,92.1,5.1118,217.17
11/29/2020,92.03,3.7094,218.33
11/30/2020,91.78,4.663,215.77
12/1/2020,91.57,5.8908,212.25
12/2/2020,91.71,5.7754,214.73
12/3/2020,91.57,3.3595,215.62
12/4/2020,91.49,5.2128,216.94
12/5/2020,91.28,3.3334,214.40
12/6/2020,91.11,1.1909,206.23
12/7/2020,90.82,2.765,199.86
12/8/2020,90.69,5.4461,213.72
12/9/2020,90.5,4.2307,213.42
12/10/2020,90.14,4.2046,212.32
12/11/2020,90.06,4.2221,205.48
12/12/2020,90,4.7422,211.71
12/13/2020,89.96,2.6844,211.20
12/14/2020,89.74,5.0249,210.63
12/15/2020,89.67,4.5497,209.97
12/16/2020,89.61,4.9366,176.47
12/17/2020,89.66,4.9423,170.46
12/18/2020,89.56,3.8398,184.71
12/19/2020,89.44,4.8679,183.31
12/20/2020,89.33,4.968,159.38
12/21/2020,89.15,4.3097,159.07
12/22/2020,89.07,4.2134,144.60
12/23/2020,89.05,5.4962,139.34
12/24/2020,89.19,4.7765,139.51
12/25/2020,89.04,5.0146,115.70
12/26/2020,88.87,4.5773,140.07
12/27/2020,88.85,5.5913,140.37
12/28/2020,88.73,5.0506,139.34
12/29/2020,88.95,4.3186,140.62
12/30/2020,89.23,3.8561,141.26
12/31/2020,89.59,3.7966,139.27
1/1/2021,89.66,4.5545,140.17
1/2/2021,89.5,5.3813,139.68
1/3/2021,89.34,4.6291,140.17
1/4/2021,89.2,4.9951,140.72
1/5/2021,89.16,2.7077,140.58
1/6/2021,89.1,4.2499,140.23
1/7/2021,89.13,3.9845,140.34
1/8/2021,89.12,4.1566,121.19
1/9/2021,89.14,4.4671,113.15
1/10/2021,89.16,3.8177,112.91
1/11/2021,89.21,4.8038,111.95
1/12/2021,89.43,4.3373,113.21
1/13/2021,89.57,4.1851,112.40
1/14/2021,89.77,3.5897,113.67
1/15/2021,90.04,3.87,110.97
1/16/2021,90.17,5.2925,110.53
1/17/2021,90.33,4.4194,119.04
1/18/2021,90.25,3.3818,123.11
1/19/2021,90.32,3.2438,117.62
1/20/2021,90.41,3.7027,112.29
1/21/2021,90.74,2.567,112.98
1/22/2021,91.09,4.4095,113.81
1/23/2021,91.23,4.2787,113.89
1/24/2021,91.34,1.4678,112.12
1/25/2021,91.25,5.1917,112.29
1/26/2021,91.35,4.8984,112.03
1/27/2021,91.47,4.0649,112.32
1/28/2021,91.63,4.2886,112.70
1/29/2021,91.63,4.0555,111.68
1/30/2021,91.56,2.4091,111.00
1/31/2021,91.53,3.2506,111.42
2/1/2021,91.45,4.1268,111.00
2/2/2021,91.58,4.476,111.46
2/3/2021,91.79,3.0552,111.28
2/4/2021,91.92,4.3018,111.09
2/5/2021,92.1,4.5636,106.87
2/6/2021,92.33,4.3514,103.47
2/7/2021,92.72,2.5985,90.17
2/8/2021,93.22,3.3946,98.87
2/9/2021,94.19,4.5168,100.06
2/10/2021,94.92,3.3317,100.61
2/11/2021,95.7,5.6719,100.81
2/12/2021,96.13,5.3597,102.03
2/13/2021,96.01,4.1993,98.89
2/14/2021,95.92,2.1005,98.90
2/15/2021,95.83,4.0102,98.81
2/16/2021,96.06,3.1248,98.75
2/17/2021,96.05,2.3381,98.39
2/18/2021,96.05,3.9922,99.98
2/19/2021,96.11,2.3952,98.27
2/20/2021,96.31,2.9698,96.28
2/21/2021,96.78,4.1016,95.58
2/22/2021,97.02,5.2294,95.53
2/23/2021,97.13,4.8178,95.84
2/24/2021,97.23,4.1647,95.50
2/25/2021,97.37,3.1318,95.66
2/26/2021,97.35,3.6293,93.42
2/27/2021,97.59,5.1986,93.44
2/28/2021,97.61,5.0921,94.24
3/1/2021,97.58,5.3657,91.40
3/2/2021,97.57,4.65,85.06
3/3/2021,97.54,5.1389,94.43
3/4/2021,97.47,4.8014,94.91
3/5/2021,97.44,5.4415,94.74
3/6/2021,97.44,5.0513,95.09
3/7/2021,97.39,4.9642,95.16
3/8/2021,97.33,3.9679,95.37
3/9/2021,97.26,4.6111,95.59
3/10/2021,97.21,4.0109,95.74
3/11/2021,97.1,5.088,91.06
3/12/2021,97.02,5.1778,95.40
3/13/2021,96.93,5.579,94.72
3/14/2021,96.87,5.6206,91.75
3/15/2021,96.76,3.1498,93.97
3/16/2021,96.72,5.2402,94.70
3/17/2021,96.91,5.8922,94.90
3/18/2021,97.14,5.6472,97.09
3/19/2021,97.47,5.2961,96.69
3/20/2021,97.82,4.7978,93.39
3/21/2021,97.87,5.6779,93.87
3/22/2021,97.76,5.4322,94.07
3/23/2021,97.88,5.4514,95.09
3/24/2021,98.11,4.573,97.38
3/25/2021,98.37,5.3662,98.29
3/26/2021,98.45,5.8272,98.69
3/27/2021,98.51,4.7537,93.29
3/28/2021,98.56,5.9508,96.14
3/29/2021,98.63,5.3184,97.13
3/30/2021,98.93,2.7934,96.96
3/31/2021,99,5.3705,97.50
4/1/2021,99.02,3.8059,97.47
4/2/2021,98.98,5.3098,97.72
4/3/2021,98.92,2.6911,97.32
4/4/2021,98.83,4.974,97.18
4/5/2021,98.73,3.859,97.18
4/6/2021,98.63,5.3431,97.43
4/7/2021,98.55,4.2154,91.41
4/8/2021,98.43,6.197,97.45
4/9/2021,98.34,5.9738,100.00
4/10/2021,98.24,4.86,100.13
4/11/2021,98.14,5.2723,99.58
4/12/2021,98.05,5.6006,102.88
4/13/2021,97.95,4.997,103.24
4/14/2021,98,5.1977,100.55
4/15/2021,97.93,4.9834,101.46
4/16/2021,97.88,5.6832,102.17
4/17/2021,97.87,5.7763,102.32
4/18/2021,97.94,5.0537,102.98
4/19/2021,97.84,5.4034,102.72
4/20/2021,97.9,6.0492,102.48
4/21/2021,97.91,6.6127,102.61
4/22/2021,97.96,6.2746,102.61
4/23/2021,98.13,5.8651,103.13
4/24/2021,98.15,6.0324,102.75
4/25/2021,98.17,5.6292,102.46
4/26/2021,98.16,5.9839,102.65
4/27/2021,98.34,5.5927,101.79
4/28/2021,98.56,3.6794,103.58
4/29/2021,98.7,5.131,102.79
4/30/2021,98.81,4.7854,103.11
5/1/2021,98.87,5.1024,102.92
5/2/2021,98.83,5.0266,103.08
5/3/2021,98.9,4.3286,102.69
5/4/2021,99,4.9318,103.73
5/5/2021,99.2,4.721,122.35
5/6/2021,99.31,4.4047,130.16
5/7/2021,99.39,4.9615,122.53
5/8/2021,99.33,5.1295,123.25
5/9/2021,99.31,5.3534,122.95
5/10/2021,99.22,5.7782,120.74
5/11/2021,99.08,5.5838,122.96
5/12/2021,98.99,3.7186,126.30
5/13/2021,98.87,5.1672,124.80
5/14/2021,98.8,4.9399,129.93
5/15/2021,98.65,5.2274,129.16
5/16/2021,98.47,4.7563,129.35
5/17/2021,98.35,4.2922,130.13
5/18/2021,98.32,3.8606,124.25
5/19/2021,98.33,4.0447,121.79
5/20/2021,98.28,4.9495,123.24
5/21/2021,98.32,4.823,132.27
5/22/2021,98.24,4.7225,132.20
5/23/2021,98.26,4.7134,127.38
5/24/2021,98.18,4.6843,121.65
5/25/2021,98.15,4.6714,121.44
5/26/2021,98.24,5.2162,120.04
5/27/2021,98.28,5.1941,122.58
5/28/2021,98.27,5.3918,124.88
5/29/2021,98.24,2.8066,121.13
5/30/2021,98.23,5.0534,120.90
5/31/2021,98.12,4.3291,121.21
6/1/2021,98.16,4.3526,121.39
6/2/2021,98.04,4.7112,123.56
6/3/2021,98.12,4.3798,124.72
6/4/2021,98.37,4.7578,123.60
6/5/2021,98.57,5.1245,118.33
6/6/2021,98.58,4.6394,96.69
6/7/2021,98.49,5.2214,138.10
6/8/2021,98.46,4.985,127.96
6/9/2021,98.46,4.549,122.97
6/10/2021,98.65,4.6841,122.41
6/11/2021,98.99,4.4316,121.98
6/12/2021,99.16,4.9889,121.64
6/13/2021,99.36,4.8341,122.36
6/14/2021,99.26,2.9791,122.27
6/15/2021,99.31,3.1104,123.32
6/16/2021,99.28,4.4878,123.34
6/17/2021,99.22,3.3154,122.06
6/18/2021,99.24,4.1882,122.77
6/19/2021,99.4,1.6673,124.13
6/20/2021,99.43,4.1794,123.40
6/21/2021,99.51,4.105,124.13
6/22/2021,99.64,4.6406,123.86
6/23/2021,99.91,2.4372,122.54
6/24/2021,100.05,2.5262,122.57
6/25/2021,100.09,4.7225,123.48
6/26/2021,100.18,4.2631,123.54
6/27/2021,100.26,4.6596,122.90
6/28/2021,100.23,3.2263,122.94
6/29/2021,100.29,4.7174,123.29
6/30/2021,100.43,4.1498,123.48
7/1/2021,100.62,3.3701,123.63
7/2/2021,100.52,5.1974,123.50
7/3/2021,100.62,5.5162,136.60
7/4/2021,100.62,5.2627,142.19
7/5/2021,100.47,5.3054,142.28
7/6/2021,100.54,5.5973,142.23
7/7/2021,100.66,5.4038,142.06
7/8/2021,100.66,5.0062,141.98
7/9/2021,100.67,5.0978,141.99
7/10/2021,100.65,3.8794,142.38
7/11/2021,100.57,4.4273,142.60
7/12/2021,100.43,5.7331,142.01
7/13/2021,100.32,4.4016,145.02
7/14/2021,100.32,3.5422,150.75
7/15/2021,100.19,5.3491,151.55
7/16/2021,100.12,5.6988,153.39
7/17/2021,100.02,5.4574,156.79
7/18/2021,100.06,5.5735,158.60
7/19/2021,99.98,4.6219,158.84
7/20/2021,99.98,4.2725,158.23
7/21/2021,100.04,4.932,154.42
7/22/2021,100.17,3.647,157.43
7/23/2021,100.25,3.6475,157.39
7/24/2021,100.35,4.3152,157.45
7/25/2021,100.37,6.2172,157.35
7/26/2021,100.3,6.2916,157.34
7/27/2021,100.44,6.3074,155.05
7/28/2021,100.56,6.0629,157.25
7/29/2021,100.56,5.7314,157.09
7/30/2021,100.65,5.4108,166.62
7/31/2021,100.84,4.6656,167.87
8/1/2021,100.99,5.0762,169.73
8/2/2021,101.06,5.2498,167.27
8/3/2021,101.15,4.8636,161.32
8/4/2021,101.18,5.1588,164.45
8/5/2021,101.18,4.3342,179.43
8/6/2021,101.12,5.4394,189.66
8/7/2021,101.06,5.1895,189.71
8/8/2021,101.08,5.149,190.24
8/9/2021,100.91,4.433,190.70
8/10/2021,100.95,4.1386,189.35
8/11/2021,100.95,6.0833,190.31
8/12/2021,100.72,5.7931,190.13
8/13/2021,100.62,3.3936,195.85
8/14/2021,100.51,5.483,203.21
8/15/2021,100.4,6.0415,202.52
8/16/2021,100.18,5.5524,202.00
8/17/2021,100.08,5.5997,203.06
8/18/2021,99.78,5.2188,200.68
8/19/2021,99.74,4.284,202.96
8/20/2021,99.61,5.0928,210.19
8/21/2021,99.5,3.719,209.52
8/22/2021,99.53,4.9961,199.70
8/23/2021,99.39,5.7283,210.73
8/24/2021,99.29,5.249,209.23
8/25/2021,99.23,6.4558,208.02
8/26/2021,99.08,6.2395,212.10
8/27/2021,98.84,6.4234,212.55
8/28/2021,98.84,5.8051,212.74
8/29/2021,98.7,3.3166,212.57
8/30/2021,98.49,5.3515,212.29
8/31/2021,98.37,4.6999,213.60
9/1/2021,98.33,5.85,214.05
9/2/2021,98.35,5.5258,213.45
9/3/2021,98.36,5.359,166.52
9/4/2021,98.27,6.0533,213.58
9/5/2021,98.22,5.1874,214.28
9/6/2021,98.11,4.5847,214.55
9/7/2021,98.11,4.6008,134.26
9/8/2021,98.12,5.5723,213.08
9/9/2021,98.11,6.4152,217.89
9/10/2021,98.02,6.2098,219.48
9/11/2021,98.01,4.9313,213.14
9/12/2021,97.94,2.9774,216.18
9/13/2021,97.75,4.489,222.24
9/14/2021,97.6,1.9618,215.27
9/15/2021,97.41,5.6618,224.51
9/16/2021,97.29,6.3451,223.98
9/17/2021,97.24,6.2791,225.36
9/18/2021,97.32,6.5294,225.01
9/19/2021,97.24,5.5392,224.35
9/20/2021,96.98,5.2634,224.03
9/21/2021,96.97,5.1418,215.60
9/22/2021,96.97,6.2182,222.97
9/23/2021,96.86,5.4132,225.03
9/24/2021,96.89,5.7377,224.10
9/25/2021,96.88,5.7106,224.65
9/26/2021,96.89,5.5836,224.56
9/27/2021,96.65,5.658,223.68
9/28/2021,96.47,5.5709,223.48
9/29/2021,96.38,6.0583,223.28
9/30/2021,96.12,6.2208,222.41
10/1/2021,95.87,4.8298,221.20
10/2/2021,95.66,5.615,222.28
10/3/2021,95.43,5.8973,221.48
10/4/2021,95.17,4.5811,221.04
10/5/2021,95.03,6.1385,251.13
10/6/2021,94.76,5.6753,254.90
10/7/2021,94.5,6.0998,256.80
10/8/2021,94.26,6.2666,249.06
10/9/2021,93.97,6.4438,256.62
10/10/2021,93.69,6.3074,256.53
10/11/2021,93.42,5.5202,226.42
10/12/2021,93.25,6.4884,214.50
10/13/2021,93.01,5.5997,213.75
10/14/2021,92.87,5.8716,221.52
10/15/2021,92.61,5.6825,253.25
10/16/2021,92.37,5.7967,257.67
10/17/2021,92.1,5.7715,230.76
10/18/2021,91.75,1.2106,214.80
10/19/2021,91.54,4.8422,219.41
10/20/2021,91.31,5.5174,217.57
10/21/2021,91.11,5.6609,206.95
10/22/2021,91.15,5.443,208.18
10/23/2021,91.16,5.4269,214.66
10/24/2021,91.01,6.0067,215.42
10/25/2021,90.74,5.4614,213.72
10/26/2021,90.79,5.6911,213.67
10/27/2021,91.01,4.1875,212.64
10/28/2021,91.21,3.727,213.03
10/29/2021,91.23,5.785,211.77
10/30/2021,91.43,5.0827,211.19
10/31/2021,91.21,4.8487,211.39
11/1/2021,91.02,3.5587,212.45
11/2/2021,91.25,5.8258,203.18
11/3/2021,91.22,5.4127,210.69
11/4/2021,91.41,5.6208,210.89
11/5/2021,91.59,4.6073,206.74
11/6/2021,91.72,4.8331,209.32
11/7/2021,91.92,4.1129,180.75
11/8/2021,91.84,4.7746,177.91
11/9/2021,92.06,5.3383,213.95
11/10/2021,92.3,3.3125,235.57
11/11/2021,92.68,2.5332,235.04
11/12/2021,92.94,3.4961,217.75
11/13/2021,93.2,4.4755,241.97
11/14/2021,93.36,4.5334,239.94
11/15/2021,93.13,2.5087,240.45
11/16/2021,93.1,5.1403,243.34
11/17/2021,93.14,4.5478,246.70
11/18/2021,93.39,5.4746,227.27
11/19/2021,93.71,2.6791,211.15
11/20/2021,93.92,4.6265,214.65
11/21/2021,94.12,5.4511,209.44
11/22/2021,94.1,4.8473,213.07
11/23/2021,94.38,4.0838,195.99
11/24/2021,94.45,3.8194,212.53
11/25/2021,94.61,5.9297,210.44
11/26/2021,94.8,5.0086,214.03
11/27/2021,95.25,5.0479,243.40
11/28/2021,95.53,4.2571,256.37
11/29/2021,95.51,5.6801,248.70
11/30/2021,95.79,4.7647,230.64
12/1/2021,96.09,4.8792,204.44
12/2/2021,96.37,6.253,238.18
12/3/2021,96.58,3.9449,236.48
12/4/2021,96.78,1.7011,222.25
12/5/2021,96.57,3.4054,246.19
12/6/2021,96.27,4.3769,245.89
12/7/2021,96.14,2.4773,234.02
12/8/2021,96.06,5.6693,243.48
12/9/2021,95.95,5.1252,250.47
12/10/2021,95.88,5.0546,263.02
12/11/2021,95.82,5.1684,263.66
12/12/2021,95.62,4.5785,262.90
12/13/2021,95.41,5.796,259.04
12/14/2021,95.48,4.697,259.89
12/15/2021,95.37,4.609,264.30
12/16/2021,95.25,5.1785,256.26
12/17/2021,95.21,5.5546,250.59
12/18/2021,95.14,5.5006,252.36
12/19/2021,95.06,5.6438,261.29
12/20/2021,94.71,3.6713,260.79
12/21/2021,94.88,2.3621,260.77
12/22/2021,94.78,4.567,253.67
12/23/2021,94.9,5.0098,261.56
12/24/2021,95.08,5.4521,260.77
12/25/2021,95.12,4.061,258.95
12/26/2021,94.88,5.016,259.24
12/27/2021,94.7,5.202,254.76
12/28/2021,94.63,4.7148,257.49
12/29/2021,94.52,4.7206,259.29
12/30/2021,94.42,3.2918,261.03
12/31/2021,94.29,4.6178,259.90
1/1/2022,94.2,5.0141,237.12
1/2/2022,93.88,5.4833,178.05
1/3/2022,93.63,6.0012,178.80
1/4/2022,93.64,5.8771,160.24
1/5/2022,93.74,5.8786,125.05
1/6/2022,93.7,4.8038,124.84
1/7/2022,93.69,5.5092,122.37
1/8/2022,93.76,4.6882,125.40
1/9/2022,93.85,5.0426,128.73
1/10/2022,93.8,4.4698,130.28
1/11/2022,93.92,4.193,130.95
1/12/2022,93.91,3.6449,129.50
1/13/2022,93.95,3.8702,126.03
1/14/2022,93.98,3.078,124.95
1/15/2022,94.1,3.1037,118.15
1/16/2022,94.11,3.253,123.98
1/17/2022,94.03,5.0309,123.97
1/18/2022,94.25,1.7198,123.85
1/19/2022,94.38,4.8343,108.51
1/20/2022,94.46,3.7529,120.16
1/21/2022,94.44,5.6702,121.18
1/22/2022,94.55,5.0088,119.73
1/23/2022,94.74,5.8325,120.09
1/24/2022,94.78,5.9779,116.01
1/25/2022,95.04,5.6909,113.37
1/26/2022,95.27,3.8563,115.38
1/27/2022,95.41,5.2807,120.05
1/28/2022,95.51,4.949,118.54
1/29/2022,95.42,5.3354,120.36
1/30/2022,95.29,5.0491,120.91
1/31/2022,95.15,5.129,120.64
2/1/2022,95.03,5.4718,121.00
2/2/2022,94.92,4.0219,121.56
2/3/2022,94.87,5.5015,118.97
2/4/2022,94.8,5.2769,115.19
2/5/2022,94.76,3.0667,114.81
2/6/2022,94.62,3.5179,114.41
2/7/2022,94.5,3.5494,114.43
2/8/2022,94.38,1.7856,114.47
2/9/2022,94.28,4.877,115.15
2/10/2022,94.22,3.8362,114.84
2/11/2022,94.11,4.5233,115.22
2/12/2022,94,3.3754,115.20
2/13/2022,93.9,3.1675,115.43
2/14/2022,93.77,3.7205,115.97
2/15/2022,93.68,4.3541,115.77
2/16/2022,93.57,5.7672,115.79
2/17/2022,93.56,4.7417,116.20
2/18/2022,93.55,2.815,116.97
2/19/2022,93.55,4.8749,116.48
2/20/2022,93.48,4.2922,116.32
2/21/2022,93.31,4.9063,115.60
2/22/2022,93.54,5.8207,116.31
2/23/2022,93.73,5.1989,117.26
2/24/2022,93.9,5.0304,116.53
2/25/2022,94.08,4.825,116.87
2/26/2022,94.11,4.4035,115.64
2/27/2022,94.08,5.1415,115.49
2/28/2022,94.04,4.3903,114.70
3/1/2022,93.9,3.5736,113.70
3/2/2022,93.76,5.4742,106.36
3/3/2022,93.64,5.3561,118.86
3/4/2022,93.5,4.2922,119.02
3/5/2022,93.39,3.9982,119.25
3/6/2022,93.31,5.0556,119.63
3/7/2022,93.18,4.2497,119.74
3/8/2022,93.15,4.9483,121.19
3/9/2022,93.23,4.2816,119.46
3/10/2022,93.2,5.1396,119.22
3/11/2022,93.28,4.9908,117.27
3/12/2022,93.38,4.7976,117.19
3/13/2022,93.34,5.0474,120.10
3/14/2022,93.27,5.7286,120.50
3/15/2022,93.37,3.2256,120.22
3/16/2022,93.39,5.141,119.63
3/17/2022,93.6,5.5872,119.69
3/18/2022,93.75,4.4563,119.41
3/19/2022,93.86,5.4182,119.53
3/20/2022,94.05,5.3179,116.80
3/21/2022,94.08,4.5643,116.15
3/22/2022,94.31,4.5828,116.02
3/23/2022,94.6,4.735,116.36
3/24/2022,94.72,5.639,116.05
3/25/2022,94.87,5.3693,115.94
3/26/2022,95.06,4.1359,115.46
3/27/2022,95,5.8222,115.59
3/28/2022,94.96,5.4233,113.98
3/29/2022,95.17,5.321,116.50
3/30/2022,95.34,4.9735,120.00
3/31/2022,95.57,5.1794,118.68
4/1/2022,95.87,3.9722,110.05
4/2/2022,96.04,5.2922,115.70
4/3/2022,96.03,4.0154,116.11
4/4/2022,96.09,5.6122,115.96
4/5/2022,96.32,5.041,116.50
4/6/2022,96.66,5.5291,115.96
4/7/2022,96.99,5.0215,114.59
4/8/2022,97.28,5.2258,114.38
4/9/2022,97.53,5.5402,114.58
4/10/2022,97.67,5.1751,114.69
4/11/2022,97.57,5.4499,114.75
4/12/2022,97.67,4.5742,114.81
4/13/2022,97.82,5.815,113.46
4/14/2022,97.93,5.9515,113.87
4/15/2022,98.07,5.7775,113.95
4/16/2022,98.07,5.5404,113.67
